feature_1,feature_2,value,absolute_value,method,class
ma1,ma2,0.9995810530094973,0.9995810530094973,pearson,0
ma2,ma3,0.9991499459744652,0.9991499459744652,pearson,0
ma1,ma3,0.9986413938412251,0.9986413938412251,pearson,0
ma3,ma4,0.9976243514924216,0.9976243514924216,pearson,0
ma2,ma4,0.9961498579015401,0.9961498579015401,pearson,0
ma1,ma4,0.9956706921003545,0.9956706921003545,pearson,0
ma4,ma5,0.9949335983811319,0.9949335983811319,pearson,0
ma3,ma5,0.9910132585550684,0.9910132585550684,pearson,0
ma2,ma5,0.9886828285865886,0.9886828285865886,pearson,0
ma1,ma5,0.9881442521137842,0.9881442521137842,pearson,0
ma5,ma6,0.9793629875590423,0.9793629875590423,pearson,0
ma4,ma6,0.9690683131742888,0.9690683131742888,pearson,0
ma3,ma6,0.9622019751268255,0.9622019751268255,pearson,0
ma2,ma6,0.9588485016196058,0.9588485016196058,pearson,0
ma1,ma6,0.9582090785931896,0.9582090785931896,pearson,0
exudate2,exudate3,0.9155699923812289,0.9155699923812289,pearson,0
exudate7,exudate8,0.9114284594219175,0.9114284594219175,pearson,0
exudate5,exudate6,0.876083570705551,0.876083570705551,pearson,0
exudate1,exudate2,0.7990112644188968,0.7990112644188968,pearson,0
exudate1,exudate3,0.7871921344171452,0.7871921344171452,pearson,0
exudate6,exudate7,0.7176822924413848,0.7176822924413848,pearson,0
exudate6,exudate8,0.5654742799434626,0.5654742799434626,pearson,0
ma5,am_fm_classification,-0.5052585564938603,0.5052585564938603,pearson,0
exudate5,exudate7,0.5025769310133386,0.5025769310133386,pearson,0
ma4,am_fm_classification,-0.49880966881511857,0.49880966881511857,pearson,0
ma3,am_fm_classification,-0.4949750626960975,0.4949750626960975,pearson,0
ma6,am_fm_classification,-0.4933030836261029,0.4933030836261029,pearson,0
ma2,am_fm_classification,-0.4914586817526949,0.4914586817526949,pearson,0
ma1,am_fm_classification,-0.4901181994407838,0.4901181994407838,pearson,0
ma5,exudate1,-0.37944295869156025,0.37944295869156025,pearson,0
ma6,exudate1,-0.3782859425310865,0.3782859425310865,pearson,0
ma3,exudate1,-0.36783811761324975,0.36783811761324975,pearson,0
ma4,exudate1,-0.36755186857077854,0.36755186857077854,pearson,0
exudate3,exudate5,0.3652641215618142,0.3652641215618142,pearson,0
ma2,exudate1,-0.3638610783088911,0.3638610783088911,pearson,0
ma1,exudate1,-0.36373614187875686,0.36373614187875686,pearson,0
exudate5,exudate8,0.35470767197728525,0.35470767197728525,pearson,0
exudate1,am_fm_classification,0.34050278436975256,0.34050278436975256,pearson,0
exudate2,exudate5,0.3010158456151107,0.3010158456151107,pearson,0
exudate3,exudate6,0.25542391128189146,0.25542391128189146,pearson,0
exudate3,am_fm_classification,0.24742439004916875,0.24742439004916875,pearson,0
exudate2,am_fm_classification,0.24562980037784207,0.24562980037784207,pearson,0
exudate1,exudate5,0.20581048871523056,0.20581048871523056,pearson,0
exudate2,exudate6,0.20479556237415183,0.20479556237415183,pearson,0
ma6,exudate2,-0.18552530899212522,0.18552530899212522,pearson,0
ma5,exudate2,-0.1770387555670338,0.1770387555670338,pearson,0
exudate3,opticdisc_diameter,-0.1704138058079793,0.1704138058079793,pearson,0
macula_opticdisc_distance,opticdisc_diameter,-0.16383163992172806,0.16383163992172806,pearson,0
exudate2,opticdisc_diameter,-0.16383135314874497,0.16383135314874497,pearson,0
ma4,exudate2,-0.15833486882563896,0.15833486882563896,pearson,0
exudate1,opticdisc_diameter,-0.15604844388875833,0.15604844388875833,pearson,0
ma3,exudate2,-0.15530967210562324,0.15530967210562324,pearson,0
ma1,exudate5,0.15415188847702405,0.15415188847702405,pearson,0
ma2,exudate5,0.1521473686778592,0.1521473686778592,pearson,0
ma3,exudate5,0.14933412000521007,0.14933412000521007,pearson,0
ma2,exudate2,-0.14888205294401133,0.14888205294401133,pearson,0
ma1,exudate2,-0.1479665363387176,0.1479665363387176,pearson,0
ma6,exudate3,-0.1430793622218984,0.1430793622218984,pearson,0
ma4,exudate5,0.14275328968293807,0.14275328968293807,pearson,0
exudate1,macula_opticdisc_distance,-0.1398421761301186,0.1398421761301186,pearson,0
ma5,exudate3,-0.13594724695830612,0.13594724695830612,pearson,0
exudate3,exudate7,0.13340959669278923,0.13340959669278923,pearson,0
ma1,exudate6,0.13029281492121297,0.13029281492121297,pearson,0
ma2,exudate6,0.12834359210994858,0.12834359210994858,pearson,0
exudate2,macula_opticdisc_distance,-0.12782924916838304,0.12782924916838304,pearson,0
ma3,exudate6,0.12462060766220968,0.12462060766220968,pearson,0
exudate1,exudate6,0.12310308715033012,0.12310308715033012,pearson,0
ma5,exudate5,0.11865909771942126,0.11865909771942126,pearson,0
ma4,exudate3,-0.11615486294031432,0.11615486294031432,pearson,0
ma4,exudate6,0.11488158151904072,0.11488158151904072,pearson,0
ma3,exudate3,-0.11382601696312039,0.11382601696312039,pearson,0
ma6,exudate5,0.11365078581827437,0.11365078581827437,pearson,0
pre_screening,opticdisc_diameter,-0.11327292403984428,0.11327292403984428,pearson,0
quality,exudate1,0.11136995913603454,0.11136995913603454,pearson,0
quality,exudate2,0.11000983300007348,0.11000983300007348,pearson,0
exudate3,macula_opticdisc_distance,-0.10992297715251521,0.10992297715251521,pearson,0
quality,opticdisc_diameter,-0.1074612056543368,0.1074612056543368,pearson,0
ma2,exudate3,-0.10667669898823681,0.10667669898823681,pearson,0
exudate2,exudate7,0.10580368637773778,0.10580368637773778,pearson,0
ma1,exudate3,-0.10536059885095057,0.10536059885095057,pearson,0
exudate3,exudate8,0.09504835933885697,0.09504835933885697,pearson,0
ma5,exudate6,0.09267701912377183,0.09267701912377183,pearson,0
ma6,exudate6,0.0905209273093418,0.0905209273093418,pearson,0
pre_screening,exudate1,0.0893547894361902,0.0893547894361902,pearson,0
opticdisc_diameter,am_fm_classification,-0.08829068958013173,0.08829068958013173,pearson,0
quality,am_fm_classification,-0.08238721226228339,0.08238721226228339,pearson,0
exudate2,exudate8,0.07448902147415173,0.07448902147415173,pearson,0
quality,exudate3,0.07389498426110352,0.07389498426110352,pearson,0
ma1,exudate7,0.0679188759648731,0.0679188759648731,pearson,0
ma2,exudate7,0.0629456061290961,0.0629456061290961,pearson,0
ma3,exudate7,0.057734815572054975,0.057734815572054975,pearson,0
pre_screening,exudate3,0.055957126648780185,0.055957126648780185,pearson,0
exudate8,macula_opticdisc_distance,0.05507879267166544,0.05507879267166544,pearson,0
pre_screening,exudate2,0.05276222601172823,0.05276222601172823,pearson,0
exudate7,macula_opticdisc_distance,0.04858679488323138,0.04858679488323138,pearson,0
ma4,exudate7,0.04814025436578398,0.04814025436578398,pearson,0
macula_opticdisc_distance,am_fm_classification,-0.047897224385604495,0.047897224385604495,pearson,0
quality,ma5,0.044612019850519685,0.044612019850519685,pearson,0
quality,ma4,0.044502019759952195,0.044502019759952195,pearson,0
quality,ma6,0.04301281650825675,0.04301281650825675,pearson,0
ma6,exudate7,0.042610356192327385,0.042610356192327385,pearson,0
ma5,exudate7,0.039469936055531354,0.039469936055531354,pearson,0
quality,ma2,0.038316018335574284,0.038316018335574284,pearson,0
exudate6,opticdisc_diameter,-0.038240694777675034,0.038240694777675034,pearson,0
exudate5,macula_opticdisc_distance,-0.037510962827951085,0.037510962827951085,pearson,0
quality,ma1,0.036083920354059044,0.036083920354059044,pearson,0
quality,ma3,0.036004321175662005,0.036004321175662005,pearson,0
quality,macula_opticdisc_distance,-0.035982147584948304,0.035982147584948304,pearson,0
ma1,exudate8,0.034680432561637914,0.034680432561637914,pearson,0
exudate5,opticdisc_diameter,-0.03359384515669312,0.03359384515669312,pearson,0
exudate1,exudate7,0.03344867132785542,0.03344867132785542,pearson,0
quality,exudate5,0.03116698901972924,0.03116698901972924,pearson,0
ma2,exudate8,0.030690226530375807,0.030690226530375807,pearson,0
pre_screening,exudate5,0.02713731036049493,0.02713731036049493,pearson,0
ma3,exudate8,0.026508651460670024,0.026508651460670024,pearson,0
quality,pre_screening,-0.025933109095378264,0.025933109095378264,pearson,0
ma3,opticdisc_diameter,0.025303962504302148,0.025303962504302148,pearson,0
exudate1,exudate8,0.025225253152367816,0.025225253152367816,pearson,0
quality,exudate6,0.02502857752304905,0.02502857752304905,pearson,0
exudate7,am_fm_classification,0.022858441715910886,0.022858441715910886,pearson,0
ma1,opticdisc_diameter,0.02271875165128914,0.02271875165128914,pearson,0
ma2,opticdisc_diameter,0.02259438506212097,0.02259438506212097,pearson,0
exudate8,am_fm_classification,0.022010120428237825,0.022010120428237825,pearson,0
quality,exudate8,0.02033262864488233,0.02033262864488233,pearson,0
quality,exudate7,0.019659367320865578,0.019659367320865578,pearson,0
ma6,exudate8,0.01926514070678686,0.01926514070678686,pearson,0
pre_screening,exudate8,0.01906905101207274,0.01906905101207274,pearson,0
ma4,exudate8,0.01866361274216349,0.01866361274216349,pearson,0
