feature_1,feature_2,value,absolute_value,method,class
ma1,ma2,0.9947816539279564,0.9947816539279564,pearson,1
ma2,ma3,0.9932840853692185,0.9932840853692185,pearson,1
ma3,ma4,0.9890464964444279,0.9890464964444279,pearson,1
ma4,ma5,0.9843589017657259,0.9843589017657259,pearson,1
ma1,ma3,0.9825801721987804,0.9825801721987804,pearson,1
ma2,ma4,0.97116992135473,0.97116992135473,pearson,1
ma5,ma6,0.9705496075422705,0.9705496075422705,pearson,1
ma3,ma5,0.9573518159665623,0.9573518159665623,pearson,1
ma1,ma4,0.9538578886360375,0.9538578886360375,pearson,1
exudate7,exudate8,0.940888196474895,0.940888196474895,pearson,1
exudate5,exudate6,0.9350614508040168,0.9350614508040168,pearson,1
ma4,ma6,0.934204236763042,0.934204236763042,pearson,1
exudate2,exudate3,0.9308284184970955,0.9308284184970955,pearson,1
ma2,ma5,0.9277663519542382,0.9277663519542382,pearson,1
exudate6,exudate7,0.911300455250204,0.911300455250204,pearson,1
ma1,ma5,0.9034281854756727,0.9034281854756727,pearson,1
ma3,ma6,0.8905917379112283,0.8905917379112283,pearson,1
ma2,ma6,0.8498684520681,0.8498684520681,pearson,1
ma1,ma6,0.8193637887746948,0.8193637887746948,pearson,1
exudate6,exudate8,0.7833763186620372,0.7833763186620372,pearson,1
exudate5,exudate7,0.7811774072936106,0.7811774072936106,pearson,1
exudate1,exudate2,0.7649930306493886,0.7649930306493886,pearson,1
exudate1,exudate3,0.756172933824281,0.756172933824281,pearson,1
exudate5,exudate8,0.6304586165443707,0.6304586165443707,pearson,1
exudate3,exudate5,0.4543273323241561,0.4543273323241561,pearson,1
ma6,exudate1,-0.41929716003666573,0.41929716003666573,pearson,1
exudate1,am_fm_classification,0.4170445283717264,0.4170445283717264,pearson,1
exudate3,exudate6,0.40931250971865685,0.40931250971865685,pearson,1
ma5,am_fm_classification,-0.39321260567529115,0.39321260567529115,pearson,1
ma6,am_fm_classification,-0.3924455619702639,0.3924455619702639,pearson,1
ma5,exudate1,-0.3899678484124543,0.3899678484124543,pearson,1
ma4,am_fm_classification,-0.3635852107190824,0.3635852107190824,pearson,1
exudate3,exudate7,0.35644371596627894,0.35644371596627894,pearson,1
ma4,exudate1,-0.34317344281090545,0.34317344281090545,pearson,1
ma3,am_fm_classification,-0.334860257307577,0.334860257307577,pearson,1
exudate2,am_fm_classification,0.3211250697009198,0.3211250697009198,pearson,1
exudate3,am_fm_classification,0.3167411399055517,0.3167411399055517,pearson,1
