feature_1,feature_2,value,absolute_value,method,class
ma1,ma2,0.9959319189858229,0.9959319189858229,spearman,1
ma2,ma3,0.9946785271147173,0.9946785271147173,spearman,1
ma3,ma4,0.9916796053117021,0.9916796053117021,spearman,1
ma4,ma5,0.9880337701568151,0.9880337701568151,spearman,1
ma1,ma3,0.9873952284487262,0.9873952284487262,spearman,1
ma2,ma4,0.9793434383501698,0.9793434383501698,spearman,1
ma5,ma6,0.978916673285222,0.978916673285222,spearman,1
ma3,ma5,0.9692497754217904,0.9692497754217904,spearman,1
ma1,ma4,0.9681370666329128,0.9681370666329128,spearman,1
ma4,ma6,0.9559156350693057,0.9559156350693057,spearman,1
ma2,ma5,0.9499855815063282,0.9499855815063282,spearman,1
ma1,ma5,0.9351141895140043,0.9351141895140043,spearman,1
ma3,ma6,0.9274496297725564,0.9274496297725564,spearman,1
exudate7,exudate8,0.9196035442415544,0.9196035442415544,spearman,1
exudate2,exudate3,0.9185661461101821,0.9185661461101821,spearman,1
ma2,ma6,0.9010584672310092,0.9010584672310092,spearman,1
exudate1,exudate2,0.8959761230302695,0.8959761230302695,spearman,1
exudate1,exudate3,0.8913825310174219,0.8913825310174219,spearman,1
exudate6,exudate7,0.8828948938493858,0.8828948938493858,spearman,1
ma1,ma6,0.8828224703501067,0.8828224703501067,spearman,1
exudate5,exudate6,0.8815786111891682,0.8815786111891682,spearman,1
exudate6,exudate8,0.7993668325346377,0.7993668325346377,spearman,1
exudate5,exudate7,0.7605023658716124,0.7605023658716124,spearman,1
exudate5,exudate8,0.680536143646113,0.680536143646113,spearman,1
exudate3,exudate5,0.6775500058355457,0.6775500058355457,spearman,1
exudate2,exudate5,0.5399834012398835,0.5399834012398835,spearman,1
exudate3,exudate6,0.5387007496165579,0.5387007496165579,spearman,1
exudate1,exudate5,0.5267150993961569,0.5267150993961569,spearman,1
exudate3,exudate7,0.4408262585702333,0.4408262585702333,spearman,1
ma6,exudate1,-0.44047093319760283,0.44047093319760283,spearman,1
exudate1,exudate6,0.4350629785011942,0.4350629785011942,spearman,1
exudate2,exudate6,0.4227089908408878,0.4227089908408878,spearman,1
exudate3,exudate8,0.40125386777934086,0.40125386777934086,spearman,1
ma5,exudate1,-0.3920439777477158,0.3920439777477158,spearman,1
exudate1,am_fm_classification,0.38877071291077114,0.38877071291077114,spearman,1
ma5,am_fm_classification,-0.38370533167268495,0.38370533167268495,spearman,1
ma6,am_fm_classification,-0.38362933851665293,0.38362933851665293,spearman,1
ma4,am_fm_classification,-0.3582952117283554,0.3582952117283554,spearman,1
exudate1,exudate7,0.3538017952565036,0.3538017952565036,spearman,1
exudate2,exudate7,0.3500917661422026,0.3500917661422026,spearman,1
ma4,exudate1,-0.3358578797766927,0.3358578797766927,spearman,1
exudate1,exudate8,0.33519874070867095,0.33519874070867095,spearman,1
ma3,am_fm_classification,-0.3316358471369392,0.3316358471369392,spearman,1
exudate2,exudate8,0.3260324182620341,0.3260324182620341,spearman,1
exudate3,am_fm_classification,0.30937725017987516,0.30937725017987516,spearman,1
ma2,am_fm_classification,-0.3048631302085201,0.3048631302085201,spearman,1
ma3,exudate1,-0.3024076700687811,0.3024076700687811,spearman,1
exudate2,am_fm_classification,0.29606615018179533,0.29606615018179533,spearman,1
ma6,exudate2,-0.293310390455791,0.293310390455791,spearman,1
ma1,am_fm_classification,-0.2893943930111731,0.2893943930111731,spearman,1
ma2,exudate1,-0.2622641471851629,0.2622641471851629,spearman,1
ma6,exudate3,-0.25537238952527486,0.25537238952527486,spearman,1
ma5,exudate2,-0.24820283409118354,0.24820283409118354,spearman,1
ma1,exudate1,-0.2418161620351666,0.2418161620351666,spearman,1
ma1,exudate5,0.21115325742490865,0.21115325742490865,spearman,1
ma5,exudate3,-0.20631301818019315,0.20631301818019315,spearman,1
exudate6,am_fm_classification,0.20431973009457452,0.20431973009457452,spearman,1
ma4,exudate2,-0.19729742100076575,0.19729742100076575,spearman,1
exudate8,am_fm_classification,0.19451374361476267,0.19451374361476267,spearman,1
exudate5,am_fm_classification,0.1904272921019881,0.1904272921019881,spearman,1
ma2,exudate5,0.18503300541895668,0.18503300541895668,spearman,1
exudate7,am_fm_classification,0.17686652127169056,0.17686652127169056,spearman,1
ma3,exudate2,-0.1679673474283287,0.1679673474283287,spearman,1
ma1,exudate6,0.16677310575379353,0.16677310575379353,spearman,1
ma1,exudate7,0.1622942611124218,0.1622942611124218,spearman,1
ma1,exudate8,0.14635108637588315,0.14635108637588315,spearman,1
ma4,exudate3,-0.1438725330663823,0.1438725330663823,spearman,1
ma3,exudate5,0.14268664196579928,0.14268664196579928,spearman,1
macula_opticdisc_distance,opticdisc_diameter,-0.14113410564143028,0.14113410564143028,spearman,1
ma2,exudate6,0.13734658827611368,0.13734658827611368,spearman,1
ma2,exudate2,-0.13640976449046974,0.13640976449046974,spearman,1
ma2,exudate7,0.13061967136365668,0.13061967136365668,spearman,1
pre_screening,ma5,0.11922799114438377,0.11922799114438377,spearman,1
ma1,exudate2,-0.11751333063873155,0.11751333063873155,spearman,1
pre_screening,ma4,0.11636828399591012,0.11636828399591012,spearman,1
ma2,exudate8,0.11335560308595002,0.11335560308595002,spearman,1
exudate6,opticdisc_diameter,-0.11133589544661332,0.11133589544661332,spearman,1
pre_screening,ma1,0.11094366304849045,0.11094366304849045,spearman,1
pre_screening,ma6,0.11087244072701351,0.11087244072701351,spearman,1
pre_screening,ma2,0.10995157880931399,0.10995157880931399,spearman,1
ma3,exudate3,-0.10979679582991385,0.10979679582991385,spearman,1
pre_screening,ma3,0.10392715744182873,0.10392715744182873,spearman,1
pre_screening,exudate3,0.10316373386005162,0.10316373386005162,spearman,1
exudate5,opticdisc_diameter,-0.10036737140116954,0.10036737140116954,spearman,1
ma6,exudate8,-0.0996697045520956,0.0996697045520956,spearman,1
exudate7,opticdisc_diameter,-0.09667090487910658,0.09667090487910658,spearman,1
exudate1,opticdisc_diameter,-0.09626544126928945,0.09626544126928945,spearman,1
ma4,exudate5,0.09610770216430223,0.09610770216430223,spearman,1
pre_screening,exudate1,0.0938709634150121,0.0938709634150121,spearman,1
ma3,exudate6,0.0929599527092441,0.0929599527092441,spearman,1
ma6,exudate6,-0.09262511369417424,0.09262511369417424,spearman,1
exudate8,opticdisc_diameter,-0.09237739756532522,0.09237739756532522,spearman,1
ma6,exudate7,-0.08672724571852178,0.08672724571852178,spearman,1
ma3,exudate7,0.08596685965546054,0.08596685965546054,spearman,1
opticdisc_diameter,am_fm_classification,-0.08419249259761466,0.08419249259761466,spearman,1
exudate3,opticdisc_diameter,-0.08063061772337797,0.08063061772337797,spearman,1
pre_screening,exudate5,0.07676187632152992,0.07676187632152992,spearman,1
exudate3,macula_opticdisc_distance,-0.07595963146369239,0.07595963146369239,spearman,1
pre_screening,exudate6,0.0737706449252201,0.0737706449252201,spearman,1
pre_screening,exudate2,0.07315594802876554,0.07315594802876554,spearman,1
ma2,exudate3,-0.0719723234240027,0.0719723234240027,spearman,1
ma3,exudate8,0.0716880912140512,0.0716880912140512,spearman,1
exudate2,opticdisc_diameter,-0.0667279158839497,0.0667279158839497,spearman,1
pre_screening,opticdisc_diameter,-0.06575082081316842,0.06575082081316842,spearman,1
pre_screening,exudate7,0.062000284168416,0.062000284168416,spearman,1
pre_screening,exudate8,0.05724312265210863,0.05724312265210863,spearman,1
exudate2,macula_opticdisc_distance,-0.05103620453265531,0.05103620453265531,spearman,1
ma6,macula_opticdisc_distance,-0.05100525310281074,0.05100525310281074,spearman,1
ma1,exudate3,-0.049446818708314556,0.049446818708314556,spearman,1
ma4,exudate6,0.04756223377767499,0.04756223377767499,spearman,1
ma4,macula_opticdisc_distance,-0.04497553644267331,0.04497553644267331,spearman,1
ma5,macula_opticdisc_distance,-0.04471574101696178,0.04471574101696178,spearman,1
ma2,macula_opticdisc_distance,-0.044337877726293946,0.044337877726293946,spearman,1
ma4,exudate7,0.04334938801856213,0.04334938801856213,spearman,1
ma3,macula_opticdisc_distance,-0.04321644848334359,0.04321644848334359,spearman,1
ma1,macula_opticdisc_distance,-0.042056940005047644,0.042056940005047644,spearman,1
ma6,exudate5,-0.04058365436095624,0.04058365436095624,spearman,1
ma5,exudate8,-0.03306226836125783,0.03306226836125783,spearman,1
exudate1,macula_opticdisc_distance,-0.03217808951602765,0.03217808951602765,spearman,1
pre_screening,am_fm_classification,0.031887372521932564,0.031887372521932564,spearman,1
ma4,exudate8,0.028825579625428584,0.028825579625428584,spearman,1
exudate5,macula_opticdisc_distance,-0.027351060409948863,0.027351060409948863,spearman,1
ma3,opticdisc_diameter,0.027049082631287427,0.027049082631287427,spearman,1
exudate7,macula_opticdisc_distance,-0.025355228072818793,0.025355228072818793,spearman,1
ma2,opticdisc_diameter,0.02507937741484614,0.02507937741484614,spearman,1
pre_screening,macula_opticdisc_distance,-0.024562782362825258,0.024562782362825258,spearman,1
ma5,exudate6,-0.02282241907759836,0.02282241907759836,spearman,1
ma1,opticdisc_diameter,0.022249524392006594,0.022249524392006594,spearman,1
ma5,exudate5,0.022202860688389718,0.022202860688389718,spearman,1
ma4,opticdisc_diameter,0.02107140715932021,0.02107140715932021,spearman,1
ma5,opticdisc_diameter,0.020734565934823247,0.020734565934823247,spearman,1
ma5,exudate7,-0.019276559611835185,0.019276559611835185,spearman,1
exudate8,macula_opticdisc_distance,-0.017873329249081474,0.017873329249081474,spearman,1
macula_opticdisc_distance,am_fm_classification,0.017574847575441522,0.017574847575441522,spearman,1
exudate6,macula_opticdisc_distance,-0.012964396251355585,0.012964396251355585,spearman,1
ma6,opticdisc_diameter,0.01242303620931499,0.01242303620931499,spearman,1
quality,pre_screening,,,spearman,1
quality,ma1,,,spearman,1
quality,ma2,,,spearman,1
quality,ma3,,,spearman,1
quality,ma4,,,spearman,1
quality,ma5,,,spearman,1
quality,ma6,,,spearman,1
quality,exudate1,,,spearman,1
quality,exudate2,,,spearman,1
quality,exudate3,,,spearman,1
quality,exudate5,,,spearman,1
quality,exudate6,,,spearman,1
quality,exudate7,,,spearman,1
quality,exudate8,,,spearman,1
quality,macula_opticdisc_distance,,,spearman,1
quality,opticdisc_diameter,,,spearman,1
quality,am_fm_classification,,,spearman,1
